Hest_O_Denario,"Mood for Harvey @ Houston, Texas https://t.co/VouuhdlXBK",1,Fourth Ward,0825,10,,0
TheLab45,Locked In #TheLab45 #studio #hurricaneharvey #houston @ TheLab45 Recording Studio https://t.co/DW1RFaPctI,15,Kingwood Area,0825,10,,0
thedijitaldj,#PSA: We at #BroadcastHouston would like for all #Texans & specifically #hometown #Houstonians… https://t.co/xVs3PuMVup,30,Downtown,0825,10,,0
tmj_HOU_intern,"Want to work at Wells Fargo? We're #hiring in #Houston, TX! Click for details: https://t.co/8fNdeXehYd #internship #Veterans #Job #Jobs",88,Neartown - Montrose,0825,10,,0
WinkWestwood,Religion also plays a factor of why black LGBTQ has been lashing out against mostly straight black men,39,Northside Village,0825,10,,0
tmj_hou_sales,This #job might be a great fit for you: Bilingual Store Counter Sales - #career #hiring https://t.co/VeECJPYHTg,30,Downtown,0825,10,store,1
tmj_hou_jobs,"Can you recommend anyone for this #job in #Houston, TX? https://t.co/wDN8ohgc44 #Hiring",88,Neartown - Montrose,0825,10,,0
FalaNation,"🤷🏽‍♂️🤦🏾‍♂️ #harvey @ Westside, Houston, Texas https://t.co/QWPddCAyq0",30,Downtown,0825,10,,0
WinkWestwood,The reason they lash out against straight black men is bc we're the main ones they look to for support of their orientation...,1,Fourth Ward,0825,10,support,1
tmj_hou_cler,"Want to work in #Houston, TX? View our latest opening: https://t.co/FkwRNkuakE #Clerical #Job #Jobs #Hiring #CareerArc",4,Greater Hobby Area,0825,10,,0
WinkWestwood,"But they don't get it bc of things like making fun of the way they're dress, calling them fatherless or the other f word, etc",30,Downtown,0825,10,,0
WinkWestwood,"The elephant in the room about that too is that a lot of straight black folk have a paranoia of ""being tried"" by a gay/lesbian person",2,Greater Uptown,0825,10,,0
tmj_hou_cstsrv,"Can you recommend anyone for this #job? shift supervisor - Store# 00687, RIVER OAKS - https://t.co/63G0L6bwx0 #CustomerService #Houston, TX",69,Sunnyside,0825,10,store,1
atKWMemorial,Just listed by Travis Nichols in #Houston #TX. 4107 Blossom B! Please retweet!  https://t.co/6tq1mHghjN https://t.co/KUoZUUMohQ,15,Kingwood Area,0825,10,,0
realtalkjunkies,"Paula White’s latest prayer to her god:  “I declare and decree that we support and embrace racism and bigotry, in the name of ‘who knows’” 😩",30,Downtown,0825,10,support,1
tmj_hou_retail,"Want to work in #Houston, TX? View our latest opening: https://t.co/sBcerDSsz3 #Retail #Job #Jobs #Hiring #CareerArc",30,Downtown,0825,10,,0
tmj_HOU_adm,"This #job might be a great fit for you: Sr. Consultant Application Development - https://t.co/vkzULSBqDT #IT #Houston, TX #Hiring",88,Neartown - Montrose,0825,10,,0
SnapKitchenJobs,"We're #hiring! Click to apply: FOH Team Member - https://t.co/UUXUgYU0Km #careers #hiring #Frontofhouse #Team #Houston, TX #Job #Jobs",69,Sunnyside,0825,10,,0
tmj_hou_edu,"We're #hiring! Read about our latest #job opening here: Hourly Lecturer (Fiber Textiles) - https://t.co/9TFeWN0jUF #Education #Houston, TX",80,Greater Third Ward,0825,10,,0
tmj_hou_eng,"Can you recommend anyone for this #job? Senior Inside Sales Engineer - https://t.co/9awo4IpdKB #Engineering #Houston, TX #Hiring",30,Downtown,0825,10,,0
tmj_hou_it,"Can you recommend anyone for this #job? eCommerce Application Support Lead - https://t.co/WfJMJRjSW5 #IT #Houston, TX #Hiring",65,South Acres / Crestmont Park,0825,10,support,1
EProd_Careers,"Want to work at Enterprise Products? We're #hiring in #Houston, TX! Click for details: https://t.co/UJw66aLcTB #energy #Green #Job #Jobs",1,Fourth Ward,0825,10,,0
tmj_hou_transp,"Want to work in #Houston, TX? View our latest opening: #hiring #career https://t.co/jC8FZWA9Jp",37,Greater Heights,0825,10,,0
tmj_hou_health,"Want to work in #Houston, TX? View our latest opening: https://t.co/n2MvamhrVl #MedicalAssistant #PatientCare #Job #Jobs #Hiring",88,Neartown - Montrose,0825,10,,0
tmj_hou_constru,"Join the Gralan Enterprises, Inc. team! See our latest #job opening here: https://t.co/R5avX6Volr #Construction #Houston, Texas #Hiring",30,Downtown,0825,10,,0
tmj_hou_finance,"This #job might be a great fit for you: Financial Advisor- Inside Sales- Entry Level - https://t.co/3qe0arjqgF #Finance #Houston, TX",88,Neartown - Montrose,0825,10,,0
tmj_hou_adv,"If you're looking for work in #Houston, TX, check out this #job: https://t.co/JHKalwf0ro #Marketing #Hiring #CareerArc",30,Downtown,0825,10,,0
youngskales,UK catch the premier of #Bosswhine nollyafrobeats @NollyMoviesTv with @shopsydoo on Sky… https://t.co/X0ri0p8pRc,30,Downtown,0825,10,,0
tmj_hou_banking,"Interested in a #job in #Houston, TX? This could be a great fit: https://t.co/KfXg6P1GnQ #Banking #Veterans #Hiring #CareerArc",30,Downtown,0825,10,,0
BryansWords1979,Before the last watch... :) @ First Watch - Price Plaza https://t.co/ClUiUtoVMQ,30,Downtown,0825,10,,0
4play31,On this day our baby girl Detroit's own... #aaliyah Keep resting… https://t.co/7RWraOGTRz,36,Lazy Brook / Timbergrove,0825,10,,0
tmj_hou_edu,"This #job might be a great fit for you: Teaching Assistant - https://t.co/KY4ISxYGO9 #Education #Houston, TX #Hiring #CareerArc",30,Downtown,0825,10,,0
wynnlyrasings,What the #Harvey2017 is going on? @ Downtown Houston https://t.co/3EJfON8Me4,88,Neartown - Montrose,0825,10,,0
tmj_hou_retail,"If you're looking for work in #Houston, TX, check out this #job: https://t.co/djI98Er3Rl #Retail #Hiring #CareerArc",30,Downtown,0825,10,,0
tmj_hou_health,"This #job might be a great fit for you: Medical Technologist - https://t.co/wnSHfRIJ1F #Healthcare #Houston, TX #Hiring #CareerArc",30,Downtown,0825,10,,0
tmj_hou_sales,"This #job might be a great fit for you: District Sales Manager - https://t.co/9iYzExlvOL #Sales #Houston, TX #Hiring",14,Iah / Airport Area,0825,10,,0
sookie_fied,Did someone say HURRICANE? Our service may be sketchy through Monday or Tuesday due to… https://t.co/lBnty07ANq,30,Downtown,0825,10,service,1
tmj_HOU_adm,"Can you recommend anyone for this #job in #Houston, TX? https://t.co/aCexP60XAF #IT #Hiring #CareerArc",30,Downtown,0825,10,,0
TotalTrafficHOU,"Accident cleared in #EastSide on I-10 E Fwy Outbound at Federal, stop and go traffic back to Mercury, delay of 3 mins #traffic",88,Neartown - Montrose,0825,10,,0
misspralexander,"Dropping by to say hello (@ Harris County Courthouse Annex in Spring, TX) https://t.co/fNjxCcASXJ",30,Downtown,0825,10,,0
IASISCareers,This #job might be a great fit for you: RN Educator- Women's Services - https://t.co/C9t7jzl18l #NursesLead… https://t.co/rdYD5RT3xc,4,Greater Hobby Area,0825,10,,0
tmj_HOU_realest,"We're #hiring! Read about our latest #job opening here: Leasing Consultant - https://t.co/MM4J21fCGN #RealEstate #Houston, TX",30,Downtown,0825,10,,0
tmj_hou_hr,"See our latest #Houston, TX #job and click to apply: Human Resources Business Partner - https://t.co/hduU6sgQIr #HR #Veterans #Hiring",30,Downtown,0825,10,,0
tmj_hou_cler,"Interested in a #job in #Houston, TX? This could be a great fit: https://t.co/m4p0vILZVQ #Clerical #Hiring #CareerArc",30,Downtown,0825,10,,0
Daytimejobs,"Interested in a #job in #Houston, TX? This could be a great fit: https://t.co/eT6LXBXFv2 #studentjobs #restaurant #CustomerService #Hiring",47,Trinity / Houston Gardens,0825,10,,0
tmj_hou_eng,"Want to work at BP? We're #hiring in #Houston, TX! Click for details: https://t.co/xfBJqhRQOF #Engineering #Job #Jobs #CareerArc",30,Downtown,0825,10,,0
tmj_TX_facmgmt,"Can you recommend anyone for this #job? Rooms Preventive Maintenances Engineer - https://t.co/WNR1Tj8o9G #FacilitiesMgmt #Houston, TX",86,Afton Oaks / River Oaks Area,0825,10,,0
tmj_hou_itdb,"Want to work at JP Morgan Chase? We're #hiring in #Houston, TX! Click for details: https://t.co/w8GGFcVnFO #Database #Job #Jobs #CareerArc",30,Downtown,0825,10,,0
tmj_hou_edu,"We're #hiring! Read about our latest #job opening here: Degreed, Hourly Lecturer (Non-Fiction Writing) - https://t.co/RyK5OpkDCC #Education",1,Fourth Ward,0825,10,,0
AdamHalem,Getting some lite foot work in before the season starts ##footwork… https://t.co/fkvTMSTwEy,28,Second Ward,0825,10,,0
tmj_hou_cstsrv,"This #job might be a great fit for you: shift supervisor - Store# 25411, BELTWAY 8 & HARWIN - https://t.co/jKKFxQWROS #CustomerService",30,Downtown,0825,10,store,1
tmj_hou_actuar,"We're #hiring! Read about our latest #job opening here: Credit Products Officer I, II or III DOE - https://t.co/myDPwFefxd #Actuarial",73,Clear Lake,0825,10,,0
HouJobs,"Want to work at City of Houston? We're #hiring in #Houston, TX! Click for details: https://t.co/3gvMzQMd2k #BusinessMgmt #Job #Jobs",1,Fourth Ward,0825,10,,0
tmj_hou_cosmo,"If you're looking for work in #Cypress, TX, check out this #job: https://t.co/51N0aOzSZl #Cosmetology #Hiring #CareerArc",30,Downtown,0825,10,,0
tmj_hou_acct,"Interested in a #job in #Houston, TX? This could be a great fit: https://t.co/rJDWE2tVUe #Accounting #Hiring #CareerArc",30,Downtown,0825,10,,0
deliapadillav,Be fluid. Be like water. Flow around. Just let things happen. Let… https://t.co/Y18PrMdNN7,30,Downtown,0825,10,water,1
tmj_hou_jobs,"Can you recommend anyone for this #job? Store Team Member - https://t.co/bwyQEqpMN5 #Houston, TX #Hiring",6,Washington Avenue Coalition / Memorial Park,0825,10,store,1
tmj_hou_sales,"Interested in a #job in #Houston, TX? This could be a great fit: https://t.co/2Vz8zwtmh9 #Sales #Hiring #CareerArc",30,Downtown,0825,10,,0
tmj_HOU_adm,"Want to work in #Houston, TX? View our latest opening: https://t.co/rdFMwUmify #IT #Job #Jobs #Hiring #CareerArc",1,Fourth Ward,0825,10,,0
tmj_TX_facmgmt,"Can you recommend anyone for this #job in #Houston, TX? https://t.co/ZovOYk4ROG #FacilitiesMgmt #Hiring #CareerArc",10,Spring Branch East,0825,10,,0
tmj_hou_edu,"If you're looking for work in #Houston, TX, check out this #job: https://t.co/QB4bM0QTjn #Education #Hiring #CareerArc",30,Downtown,0825,10,,0
tmj_hou_finance,"Interested in a #job in #Houston, TX? This could be a great fit: https://t.co/JSqCRt9kfu #Finance #Hiring #CareerArc",10,Spring Branch East,0825,10,,0
tmj_hou_retail,"Want to work at Kroger? We're #hiring in #Houston, TX! Click for details: https://t.co/3PY9nMdfhF #Retail #Job #Jobs #CareerArc",36,Lazy Brook / Timbergrove,0825,10,,0
isiahcareyFOX26,The NAACP Young Adult Committee is seeking creative individuals!!   .  .  ENTRY RULES: Send us… https://t.co/ACMAHNsrI8,1,Fourth Ward,0825,10,,0
tmj_hou_manuf,Can you recommend anyone for this #job? Production Operator - Southwest Houston - https://t.co/mgto9IpplS #KellyJobs #KellyServices,30,Downtown,0825,10,,0
thetippingpoint,Closed until Harvey calms down. Updates on when we will return on Monday. #downtownhouston #htx… https://t.co/POSxFiPxNz,10,Spring Branch East,0825,10,,0
tmj_hou_labor,"Interested in a #job in #Houston, TX? This could be a great fit: https://t.co/1lhw8gqnzI #Labor #Hiring #CareerArc",73,Clear Lake,0825,10,,0
JLeal713,"Just posted a photo @ Houston, Texas https://t.co/bRJgGeFMIp",13,Greater Greenspoint,0825,10,,0
HankOnFood,"I'm at Minuti Coffee in Houston, TX https://t.co/utR1pPbKsQ",33,Golfcrest / Bellfort / Reveille,0825,10,,0
tmj_hou_edu,"Can you recommend anyone for this #job? New Teacher Coach - https://t.co/sGYD3PQIk5 #Education #Houston, TX #Hiring #CareerArc",80,Greater Third Ward,0825,10,,0
milagroswhip,this *man is mine @ Chapman & Kirby https://t.co/6dv3HVpixh,30,Downtown,0825,10,,0
fyirealty,Congratulations to Rynn and Lamarr on their new beautiful home in Kingwood! Pool Party! @ First… https://t.co/xv5MhhPU19,88,Neartown - Montrose,0825,10,home,1
tmj_HOU_secure,"See our latest #Houston, TX #job and click to apply: Security Officer - https://t.co/chmkZsT2q9 #Security #Hiring",30,Downtown,0825,10,,0
danitzadar,Today's reading is meant to be shared with all who will be affected by #hurricaneharvey  #Sulis… https://t.co/6q15KPod4m,30,Downtown,0825,10,,0
TotalTrafficHOU,"Accident, right lane blocked on I-10 E Fwy Inbound at I-45, stop and go traffic back to San Jacinto, delay of 3 mins #traffic",70,Westchase,0825,10,,0
FutbolPts,When there is no hot dog bread because of hurricane Harvey 😅 #hotdog #doggies #dog #beef #cheese… https://t.co/xkOv1iaXYG,30,Downtown,0825,10,dog,1
Knscry,Birds in the trap singing McKnight 🕊🕊 🤷🏾‍♂️ @ Houston Toyota Center https://t.co/HN6fnGrhYE,1,Fourth Ward,0825,10,,0
tmj_hou_mgmt,"Can you recommend anyone for this #job? Project Manager - https://t.co/qmObkStgXO #projectmanager #Houston, TX #Hiring",14,Iah / Airport Area,0825,10,,0
tmj_hou_cstsrv,"Interested in a #job in #Houston, TX? This could be a great fit: https://t.co/OEYr8QWuXb #CustomerService #Veterans #Hiring",30,Downtown,0825,10,,0
MichaelTMyers,"It’s via Cloudhopper, whatever that is https://t.co/Pe12PJ5Fru",21,Greenway / Upper Kirby Area,0825,10,,0
_ClutchCity,Gas gone be sold out everywhere by 3 o clock,30,Downtown,0825,10,gas,1
tmj_hou_banking,"See our latest #Houston, TX #job and click to apply: Teller Bilingual Spanish Required - https://t.co/9PgxyQY29Z #Banking #Veterans #Hiring",30,Downtown,0825,10,,0
misspralexander,"I'm at Uptown Beauty in Houston, TX https://t.co/d3s1hasHB6",36,Lazy Brook / Timbergrove,0825,10,,0
JobsatVA,"We're #hiring! Click to apply: RN-Assistant Chief Sterile Processing Services - https://t.co/N5GyXw6WnD #Nursing #Houston, TX #Veterans",71,Alief,0825,10,,0
tmj_hou_eng,Can you recommend anyone for this #job? United States Houston:Telemetry Mechanical Lead Engineer - https://t.co/FHsZpJm4Sk #Engineering,88,Neartown - Montrose,0825,10,,0
touchawe,#Repost @LeWebster (get_repost) ・・・ S/O to @touchawe for the opportunity to do media for the… https://t.co/BHnmRCQByx,14,Iah / Airport Area,0825,10,,0
TotalTrafficHOU,"Accident. two right lanes blocked. on I-10 E Fwy Inbound at I-45, stop and go traffic back to San Jacinto, delay of 3 mins #traffic",30,Downtown,0825,10,,0
tmj_hou_nursing,"Join the Houston Methodist team! See our latest #job opening here: https://t.co/29GbSN63bD #Nursing #Houston, TX #Hiring #CareerArc",2,Greater Uptown,0825,10,,0
tmj_hou_mgmt,"Want to work in #Houston, TX? View our latest opening: https://t.co/bg7p7jlOKt #BusinessMgmt #Job #Jobs #Hiring",14,Iah / Airport Area,0825,10,,0
danitzadar,Today's reading is meant to be shared with all who will be affected by #hurricaneharvey  #Sulis… https://t.co/6q15KPFNVU,88,Neartown - Montrose,0825,11,,0
BCMHoustonJobs,"We're #hiring! Read about our latest #job opening here: Nurse Practitoner/Instructor - https://t.co/ugl5kd8Aph #Nursing #Houston, TX",70,Westchase,0825,11,nurse,1
biolabpiercing,Due to the weather we will be closed until further notice. Please be safe out there everyone! @… https://t.co/maExWZOdsA,1,Fourth Ward,0825,11,safe,1
tmj_hou_cstsrv,"We're #hiring! Click to apply: barista - Store# 10793, HWY 59 & CUMMINS - https://t.co/ypqz0u9PRB #CustomerService #Houston, TX #Veterans",14,Iah / Airport Area,0825,11,store,1
LabattFoodJobs,"Can you recommend anyone for this #job? Putaways (Operations) - https://t.co/QWWZhoUvf4 #warehouse #jobs #Labor #Houston, TX #Hiring",34,Greater Fifth Ward,0825,11,,0
tmj_hou_cler,"If you're looking for work in #Houston, TX, check out this #job: https://t.co/23xM8uDifH #Clerical #Hiring #CareerArc",30,Downtown,0825,11,,0
my3georges,Made it just in time to meet the teacher this morning⛈📚☔️  George IV… https://t.co/R5WvpgSjtu,1,Fourth Ward,0825,11,,0
tmj_hou_finance,"Join the EY team! See our latest #job opening here: https://t.co/qIRCbSv5Q4 #Finance #Houston, TX #Hiring #CareerArc",1,Fourth Ward,0825,11,,0
tmj_hou_labor,"Want to work at Kroger? We're #hiring in #Houston, TX! Click for details: https://t.co/tQXIIyatYA #Labor #Job #Jobs #CareerArc",30,Downtown,0825,11,,0
tmj_hou_nursing,"Can you recommend anyone for this #job? Nurse Manager (RN) - Emergency Room - https://t.co/wlpDS3VnN3 #Nursing #Houston, TX #Hiring",37,Greater Heights,0825,11,nurse emergency,2
msridgway,🍊 beer worth my breakfast?? Yes I think that sounds pretty good! #montroseeats #itsamontanathing… https://t.co/swdG2porJ6,30,Downtown,0825,11,beer,1
HankOnFood,"Want a good lunch before Harvey strikes (@ Hopdoddy Burger Bar Vintage Park in Houston, TX) https://t.co/0jUGiwnI7x",1,Fourth Ward,0825,11,,0
tmj_hou_acct,"If you're looking for work in #Houston, TX, check out this #job: https://t.co/7ehmqZmw2Y #Accounting #Hiring #CareerArc",5,Eldridge / West Oaks,0825,11,,0
JohnnyNewsroom,On deck: Astros at Angels https://t.co/u2FUjdS4hf https://t.co/4mJJpEs1yJ,30,Downtown,0825,11,,0
tmj_hou_cstsrv,"Want to work at Kelly Services? We're #hiring in #Houston, TX! Click for details: https://t.co/sPGTJfq6xl #KellyJobs #KellyServices #Job",68,Gulfgate Riverview / Pine Valley,0825,11,,0
dustinduchoang,"When your boss said: ""You can take off for the next 5 days due to Harvey!""  Then you stay home… https://t.co/pZjooGQFlh",6,Washington Avenue Coalition / Memorial Park,0825,11,home,1
FutbolPts,Salad 🥗 me up Harvey ⛈ #chicken #salad #hungry #anger #hangry #houston #texas #ieatalot #weather… https://t.co/e2T52GFtY5,46,Central Northwest,0825,11,,0
tmj_hou_adv,We're #hiring! Read about our latest #job opening here: Staff Assistant (Constituent Relations) - https://t.co/ov0MRPGW7b #Marketing,54,Acres Home,0825,11,,0
HankOnFood,Did not get much hops in the front end because it was served a little too cold... (NRB IPA) https://t.co/Ou0q7e7jqS #photo,30,Downtown,0825,11,,0
tejasjj,A beauty to get your mind off of Harvey and the coming deluge. #Shotbyjj #iwasshotbyjj… https://t.co/MBKZAGYZpp,62,Macgregor,0825,11,,0
Splash_Nast,"Well balanced! #OriginalSplasher 🏊🏾 @ Houston, Texas https://t.co/mVpoyJXIMw",87,Briarforest Area,0825,11,,0
tmj_hou_edu,"Want to work in #Houston, TX? View our latest opening: https://t.co/ciU1zctt5y #Education #Job #Jobs #Hiring #CareerArc",30,Downtown,0825,11,,0
tmj_hou_banking,"Want to work at CITI? We're #hiring in #Houston, TX! Click for details: https://t.co/V74VJsSiBO #CitiCareers #Banking #Job #Jobs",25,Memorial,0825,11,,0
SpShell,My Lord is always with me! #whatifyoucould  #faithinthefaceoffear #faithiseverything #harvey @… https://t.co/j58CMXoOuc,30,Downtown,0825,11,,0
mua_rosie,When your clients send you a positive feed back you know you are doing good! Love what you do… https://t.co/rCDnek5U0F,5,Eldridge / West Oaks,0825,11,,0
tmj_hou_nursing,"Can you recommend anyone for this #job? Registered Nurse - https://t.co/BHVEjaPBp4 #Nursing #Houston, TX #Hiring #CareerArc",5,Eldridge / West Oaks,0825,11,nurse,1
tmj_HOU_adm,"If you're looking for work in #Houston, TX, check out this #job: https://t.co/LF7ovcY86r #IT #Hiring #CareerArc",21,Greenway / Upper Kirby Area,0825,11,,0
LightTactics,Feeling at home at Pondicheri. @ Pondicheri https://t.co/tIo8MHgsqp,30,Downtown,0825,11,home,1
tmj_hou_retail,"Interested in a #job in #Houston, TX? This could be a great fit: https://t.co/SbucD7xrZ1 #Retail #Hiring #CareerArc",30,Downtown,0825,11,,0
Kat_Kramer,Family: Individuals who provide logins and passwords to any online streaming service because… https://t.co/KD3QE7Kp34,1,Fourth Ward,0825,11,family service,2
jalhtx,"I'm at Sprouts Farmers Market - @sproutsfm in Houston, TX https://t.co/RLwzG2HQ15",68,Gulfgate Riverview / Pine Valley,0825,11,,0
tmj_hou_mgmt,"This #job might be a great fit for you: INDUSTRIAL MECHANIC/DWO - https://t.co/PWOywKT6D9 #BusinessMgmt #Houston, TX #Hiring #CareerArc",5,Eldridge / West Oaks,0825,11,,0
CompassJobBoard,"If you're looking for work in #Houston, TX, check out this #job: https://t.co/4j5dFOcMAA #Sales #Hiring",30,Downtown,0825,11,,0
tmj_hou_hr,"Join the Amazon team! See our latest #job opening here: https://t.co/J1Gr0GnmvM #HR #Houston, TX #Hiring #CareerArc",48,Braeburn,0825,11,,0
team_stewart6,mdandersoncancercenter waiting over 2 hours for appointment. Julie has broken out the bubbles!… https://t.co/0cJGf74yft,71,Alief,0825,11,,0
yanaskincare,We will be closed today due to the weather.  Please be safe out there! @ Yana Skin Care https://t.co/H9NQhP5DnP,36,Lazy Brook / Timbergrove,0825,11,safe,1
SpShell,"My Lord is my shield, I shall fear not! #whatifyoucould #faithinthefaceoffear #faithiseverything… https://t.co/yXepIUgLtq",2,Greater Uptown,0825,11,,0
tmj_hou_cstsrv,"See our latest #Houston, TX #job and click to apply: shift supervisor - Store# 25715, HUFFMEISTER &... - https://t.co/7m8Q3UUpHY #Veterans",30,Downtown,0825,11,store,1
tmj_TX_facmgmt,"Can you recommend anyone for this #job in #Houston, TX? https://t.co/q7DwOoYmaT #FacilitiesMgmt #Hiring #CareerArc",15,Kingwood Area,0825,11,,0
sonomahouston,"30% off wine Togo, come snag some delicious bottles for the home bar! Both @sonomahouston… https://t.co/GdYj102eAe",5,Eldridge / West Oaks,0825,11,home wine bottle,3
Zoes_Careers,"This #job might be a great fit for you: Regional Operator - https://t.co/buGVfBulrY #livezoes #BusinessMgmt #Houston, TX #Hiring",25,Memorial,0825,11,,0
imanarts,"Iconic proposal. 💍 @ Houston, Texas https://t.co/IupffNh66g",1,Fourth Ward,0825,11,,0
tmj_hou_retail,We're #hiring! Read about our latest #job opening here: Kroger Grocery/Stocking Hourly Associate - https://t.co/Uk9zaSsHn0 #Retail,1,Fourth Ward,0825,11,,0
tmj_hou_health,We're #hiring! Read about our latest #job opening here: Supplemental Phlebotomist - Evening Shift - Greater... - https://t.co/z7RuVHVlB4,30,Downtown,0825,11,,0
MelodramaBTQ,TODAY! Happy Hour Friday ends with a bang this week August 25th hosted by Kim Aitch… https://t.co/FUdpecbqOe,34,Greater Fifth Ward,0825,11,,0
Hampton_Inn9,#model #athlete #blackmen #topmodel #photography #photoshoot #houston #sexy 😎 @ East Downtown… https://t.co/V0rK9J9NfM,46,Central Northwest,0825,11,,0
tmj_hou_legal,"Can you recommend anyone for this #job? JDHuntr Attorney Law Jobs 23558 VP, Legal Affairs, General Counsel,... - https://t.co/D6dO13GHT6",14,Iah / Airport Area,0825,11,,0
tmj_hou_edu,"Can you recommend anyone for this #job? Teacher, Hourly (English Intervention) - https://t.co/PeRsaLXwVS #Education #Houston, TX #Hiring",52,Medical Center Area,0825,11,,0
tmj_HOU_adm,"We're #hiring! Click to apply: Sr. System Programmer Analyst – Virtual Desktop - https://t.co/SGahU132or #IT #Houston, TX #Job #Jobs",88,Neartown - Montrose,0825,11,,0
Asapbrittvny,cruising downtown ayyy,30,Downtown,0825,11,,0
tmj_hou_cosmo,"Can you recommend anyone for this #job in #Cypress, TX? https://t.co/Ogq3Uhpczh #Cosmetology #Hiring #CareerArc",30,Downtown,0825,11,,0
tmj_hou_health,"See our latest #Houston, TX #job and click to apply: Clinical Lead - MHMG Northeast Women's Healthcare - https://t.co/ayhhv0p9z0 #Hiring",5,Eldridge / West Oaks,0825,11,,0
BaanouHouston,⚡️⚡️⚡️ Babes in BAANOU | Dress available now and on sale @ River Oaks District https://t.co/967WYVzB0h,1,Fourth Ward,0825,11,,0
SweetieShumaker,"Lowlife..🎆 @ Houston, Texas https://t.co/iuRgL5EK6s",2,Greater Uptown,0825,11,,0
SuzetteEnnis,Wishing the Happiest Birthday to my son @TylerEnnis Stay Blessed and… https://t.co/BKsRcneaet,30,Downtown,0825,11,,0
tmj_hou_mgmt,"See our latest #Houston, TX #job and click to apply: Area Dealership Controller - https://t.co/0hTGc4oZpQ #BusinessMgmt #Hiring #CareerArc",67,Central Southwest,0825,11,,0
tmj_hou_cler,"Want to work at Memorial Hermann? We're #hiring in #Houston, TX! Click for details: https://t.co/aH9VrGagAT #Clerical #Job #Jobs",88,Neartown - Montrose,0825,11,,0
tmj_hou_art,"Can you recommend anyone for this #job? Technical/Digital Artist - https://t.co/xiKX40LP72 #Art #Houston, TX #Hiring #CareerArc",30,Downtown,0825,11,,0
tmj_hou_acct,"Can you recommend anyone for this #job? Sr Director - Tax - https://t.co/er8I7pHBU8 #Accounting #Houston, TX #Hiring",88,Neartown - Montrose,0825,11,,0
TotalTrafficHOU,"Accident cleared on I-10 E Fwy Inbound at I-45, stop and go traffic back to San Jacinto, delay of 3 mins #traffic https://t.co/vuUN2yElDh",5,Eldridge / West Oaks,0825,11,,0
tmj_hou_retail,"If you're looking for work in #Houston, TX, check out this #job: https://t.co/xnygmThVvV #Retail #Hiring #CareerArc",30,Downtown,0825,11,,0
TXNewsLopez,My favorite Harvey: @ KPRC TV Channel 2 https://t.co/OXFfA9fLSD,54,Acres Home,0825,11,,0
TotalTrafficHOU,"Accident, right lane blocked in #Bellaire on 610 W Lp NB before 69 The SW Fwy, stop and go traffic back to Bellaire, delay of 5 mins",30,Downtown,0825,11,,0
misspralexander,About to have this bone marrow biopsy done. I wish my Eyan was here with me. I know his heart is though🖤🖤🖤 https://t.co/k52wH8yqom,30,Downtown,0825,11,,0
tmj_hou_sales,"Can you recommend anyone for this #job in #Houston, TX? #hiring #career https://t.co/E25UgHxGCQ",30,Downtown,0825,11,,0
tmj_hou_nursing,"We're #hiring! Click to apply: Mother/Baby RN - https://t.co/LGtctcSiIk #Nursing #Houston, TX #Job #Jobs #CareerArc",30,Downtown,0825,11,,0
andrewupah,Happy to put the caddy suit on for this chick's mid-am qualifier /… https://t.co/GSGjb2e8qG,1,Fourth Ward,0825,11,,0
TreylinCrayton,Cardio is key to any weight management program. Get up and break a sweat!  #GetUpGetOutGetMoving… https://t.co/8PevBbjhBu,30,Downtown,0825,11,,0
lchutd,"I'm at Wells Fargo in Houston, TX https://t.co/v7uyb5kYX5",82,Spring Branch West,0825,11,,0
tmj_hou_retail,"Want to work at Kroger? We're #hiring in #Houston, TX! Click for details: https://t.co/yJUZOqmg80 #Retail #Job #Jobs #CareerArc",70,Westchase,0825,11,,0
tmj_hou_health,"Interested in a #job in #Houston, TX? This could be a great fit: https://t.co/ycfGSGVGGe #Healthcare #Hiring #CareerArc",88,Neartown - Montrose,0825,11,,0
VivianT8411,Big shout out to my bootcampers last night! Y'all always kill it and have fun. We love being… https://t.co/3F0qAguEPQ,30,Downtown,0825,11,,0
youngskales,"ITS OUT NOW ON ITUNES .. @krizbeatz_ X SKALES "" BOSS WHINE "" ....PLS SWIPE LEFT TO SEE THE RADIO… https://t.co/zG4j55KLDQ",10,Spring Branch East,0825,11,,0
tmj_hou_edu,"We're #hiring! Click to apply: Coordinator II, Educational Programs - https://t.co/PzEkItjaEt #Education #Houston, TX #Job #Jobs",30,Downtown,0825,11,,0
houstonhallnyc,There's nothing like a great start to a weekend. What are your weekend plans? #houstonhall… https://t.co/Wg1kdE2p0U,88,Neartown - Montrose,0825,11,,0
tmj_hou_manuf,We're #hiring! Read about our latest #job opening here: Grinder - Threader - Machine Operator - https://t.co/qmEK8MzMii #KellyJobs,1,Fourth Ward,0825,11,,0
tmj_hou_nursing,Can you recommend anyone for this #job? Staff Nurse II/III - Practice Plan - Healthcare Transformation... - https://t.co/hldSFISeRp,4,Greater Hobby Area,0825,11,nurse,1
cshepherd13,"One thing that is for certain, @underbellyhou will have soft shells tonight for service. Thank… https://t.co/l0tJgA5Xl5",29,Independence Heights,0825,11,service,1
tmj_hou_jobs,"If you're looking for work in #Houston, TX, check out this #job: https://t.co/hmJhAfMVnW #Hiring",62,Macgregor,0825,11,,0
